"reg_code","Region","lt_code","Land_Type","own_code","Ownership","cnty_code","County","area_ac"
"1","Central_Coast","40","Desert","8","State_gov","40","San Luis Obispo",12906.9071983874
"1","Central_Coast","40","Desert","8","State_gov","41","San Mateo",850.660280409258
"1","Central_Coast","40","Desert","8","State_gov","42","Santa Barbara",11.3421370721234
"1","Central_Coast","40","Desert","8","State_gov","43","Santa Clara",5686.41378033577
"1","Central_Coast","40","Desert","8","State_gov","44","Santa Cruz",277.771160844749
"1","Central_Coast","40","Desert","8","State_gov","50","Stanislaus",1104.1904031979
"1","Central_Coast","40","Desert","9","USFS_nonwild","27","Monterey",1566.10449533124
"1","Central_Coast","40","Desert","9","USFS_nonwild","40","San Luis Obispo",5386.40313503588
"1","Central_Coast","40","Desert","9","USFS_nonwild","42","Santa Barbara",1299.23068186951
"1","Central_Coast","40","Desert","9","USFS_nonwild","56","Ventura",77.3934059039011
"1","Central_Coast","50","Shrubland","1","BLM","7","Contra Costa",35.360780283679
"1","Central_Coast","50","Shrubland","1","BLM","10","Fresno",33150.3979236822
"1","Central_Coast","50","Shrubland","1","BLM","15","Kern",9605.45573102124
"1","Central_Coast","50","Shrubland","1","BLM","16","Kings",229.733874421637
"1","Central_Coast","50","Shrubland","1","BLM","24","Merced",1433.77956282313
"1","Central_Coast","50","Shrubland","1","BLM","27","Monterey",13479.3515282628
"1","Central_Coast","50","Shrubland","1","BLM","35","San Benito",18820.3861150102
"1","Central_Coast","50","Shrubland","1","BLM","40","San Luis Obispo",75922.0416123488
"1","Central_Coast","50","Shrubland","1","BLM","41","San Mateo",4.89268658013168
"1","Central_Coast","50","Shrubland","1","BLM","42","Santa Barbara",3560.319066424
"1","Central_Coast","50","Shrubland","1","BLM","43","Santa Clara",294.450774186107
"1","Central_Coast","50","Shrubland","1","BLM","50","Stanislaus",437.450659232682
"1","Central_Coast","50","Shrubland","2","DoD","1","Alameda",130.545773751695
"1","Central_Coast","50","Shrubland","2","DoD","7","Contra Costa",180.807008620321
"1","Central_Coast","50","Shrubland","2","DoD","27","Monterey",31077.6779724628
"1","Central_Coast","50","Shrubland","2","DoD","35","San Benito",4.22550204647736
"1","Central_Coast","50","Shrubland","2","DoD","39","San Joaquin",11.3421370721234
"1","Central_Coast","50","Shrubland","2","DoD","40","San Luis Obispo",3673.74043714524
"1","Central_Coast","50","Shrubland","2","DoD","44","Santa Cruz",1.55676391186008
"1","Central_Coast","50","Shrubland","2","DoD","48","Solano",159.234708698831
"1","Central_Coast","50","Shrubland","3","Easement","1","Alameda",123.206743881498
"1","Central_Coast","50","Shrubland","3","Easement","7","Contra Costa",720.336901502114
"1","Central_Coast","50","Shrubland","3","Easement","10","Fresno",1340.59612295608
"1","Central_Coast","50","Shrubland","3","Easement","24","Merced",3097.51539491246
"1","Central_Coast","50","Shrubland","3","Easement","27","Monterey",9840.52708171212
"1","Central_Coast","50","Shrubland","3","Easement","28","Napa",1077.94781154083
"1","Central_Coast","50","Shrubland","3","Easement","35","San Benito",2494.38057648895
"1","Central_Coast","50","Shrubland","3","Easement","40","San Luis Obispo",15086.599069836
"1","Central_Coast","50","Shrubland","3","Easement","41","San Mateo",3379.51205780368
"1","Central_Coast","50","Shrubland","3","Easement","42","Santa Barbara",18.2363772532181
"1","Central_Coast","50","Shrubland","3","Easement","43","Santa Clara",8492.36953404129
"1","Central_Coast","50","Shrubland","3","Easement","44","Santa Cruz",952.96190890292
"1","Central_Coast","50","Shrubland","3","Easement","48","Solano",5037.46562393467
"1","Central_Coast","50","Shrubland","3","Easement","50","Stanislaus",2567.99327003548
"1","Central_Coast","50","Shrubland","4","Local_gov","1","Alameda",9532.06543231927
"1","Central_Coast","50","Shrubland","4","Local_gov","7","Contra Costa",9254.51666631907
"1","Central_Coast","50","Shrubland","4","Local_gov","27","Monterey",5959.06985975583
"1","Central_Coast","50","Shrubland","4","Local_gov","28","Napa",178.138270485703
"1","Central_Coast","50","Shrubland","4","Local_gov","35","San Benito",1.33436906730864
"1","Central_Coast","50","Shrubland","4","Local_gov","38","San Francisco",92.7386501779505
"1","Central_Coast","50","Shrubland","4","Local_gov","40","San Luis Obispo",3948.84285985537
"1","Central_Coast","50","Shrubland","4","Local_gov","41","San Mateo",5353.48869804226
"1","Central_Coast","50","Shrubland","4","Local_gov","42","Santa Barbara",50.2612348686254
"1","Central_Coast","50","Shrubland","4","Local_gov","43","Santa Clara",8879.11416871624
"1","Central_Coast","50","Shrubland","4","Local_gov","44","Santa Cruz",192.371540536996
"1","Central_Coast","50","Shrubland","4","Local_gov","48","Solano",2053.37159974345
"1","Central_Coast","50","Shrubland","4","Local_gov","50","Stanislaus",208.828759033802
"1","Central_Coast","50","Shrubland","5","NPS","7","Contra Costa",0.22239484455144
"1","Central_Coast","50","Shrubland","5","NPS","27","Monterey",1560.98941390656
"1","Central_Coast","50","Shrubland","5","NPS","35","San Benito",13815.6125332246
"1","Central_Coast","50","Shrubland","5","NPS","38","San Francisco",16.679613341358
"1","Central_Coast","50","Shrubland","5","NPS","41","San Mateo",567.551643295275
"1","Central_Coast","50","Shrubland","6","Other_fed","1","Alameda",15.3452442740494
"1","Central_Coast","50","Shrubland","6","Other_fed","7","Contra Costa",15.5676391186008
"1","Central_Coast","50","Shrubland","6","Other_fed","10","Fresno",50.9284194022798
"1","Central_Coast","50","Shrubland","6","Other_fed","15","Kern",3679.74509794813
"1","Central_Coast","50","Shrubland","6","Other_fed","16","Kings",22.4618792996954
"1","Central_Coast","50","Shrubland","6","Other_fed","24","Merced",1800.73105633301
"1","Central_Coast","50","Shrubland","6","Other_fed","27","Monterey",13608.5629329472
"1","Central_Coast","50","Shrubland","6","Other_fed","35","San Benito",268.208182529037
"1","Central_Coast","50","Shrubland","6","Other_fed","40","San Luis Obispo",20433.4159225418
"1","Central_Coast","50","Shrubland","6","Other_fed","41","San Mateo",2.00155360096296
"1","Central_Coast","50","Shrubland","6","Other_fed","42","Santa Barbara",19079.6985037571
"1","Central_Coast","50","Shrubland","6","Other_fed","43","Santa Clara",11.5645319166749
"1","Central_Coast","50","Shrubland","6","Other_fed","44","Santa Cruz",38.6967029519506
"1","Central_Coast","50","Shrubland","6","Other_fed","48","Solano",1.77915875641152
"1","Central_Coast","50","Shrubland","6","Other_fed","50","Stanislaus",0.88957937820576
"1","Central_Coast","50","Shrubland","7","Private","1","Alameda",22906.6689887983
"1","Central_Coast","50","Shrubland","7","Private","7","Contra Costa",10455.2264320523
"1","Central_Coast","50","Shrubland","7","Private","10","Fresno",33398.1457805125
"1","Central_Coast","50","Shrubland","7","Private","15","Kern",24443.1949698042
"1","Central_Coast","50","Shrubland","7","Private","16","Kings",6429.21256113758
"1","Central_Coast","50","Shrubland","7","Private","24","Merced",20817.047029393
"1","Central_Coast","50","Shrubland","7","Private","27","Monterey",194118.896830636
"1","Central_Coast","50","Shrubland","7","Private","28","Napa",6826.85454319555
"1","Central_Coast","50","Shrubland","7","Private","35","San Benito",138407.209111744
"1","Central_Coast","50","Shrubland","7","Private","38","San Francisco",40.0310720192592
"1","Central_Coast","50","Shrubland","7","Private","39","San Joaquin",5953.50998864205
"1","Central_Coast","50","Shrubland","7","Private","40","San Luis Obispo",173830.704741587
"1","Central_Coast","50","Shrubland","7","Private","41","San Mateo",10964.7330209196
"1","Central_Coast","50","Shrubland","7","Private","42","Santa Barbara",41240.2327890854
"1","Central_Coast","50","Shrubland","7","Private","43","Santa Clara",55530.2135257382
"1","Central_Coast","50","Shrubland","7","Private","44","Santa Cruz",4920.26354085606
"1","Central_Coast","50","Shrubland","7","Private","48","Solano",22685.1637236251
"1","Central_Coast","50","Shrubland","7","Private","50","Stanislaus",21098.8212974397
"1","Central_Coast","50","Shrubland","7","Private","56","Ventura",118.98124183502
"1","Central_Coast","50","Shrubland","8","State_gov","1","Alameda",1151.3381102428
"1","Central_Coast","50","Shrubland","8","State_gov","7","Contra Costa",4910.9229573849
"1","Central_Coast","50","Shrubland","8","State_gov","10","Fresno",954.296277970229
"1","Central_Coast","50","Shrubland","8","State_gov","15","Kern",24.0186432115555
"1","Central_Coast","50","Shrubland","8","State_gov","24","Merced",1184.25254723642
"1","Central_Coast","50","Shrubland","8","State_gov","27","Monterey",3325.91490026679
"1","Central_Coast","50","Shrubland","8","State_gov","28","Napa",30.0233040144444
"1","Central_Coast","50","Shrubland","8","State_gov","35","San Benito",1617.47770442262
"1","Central_Coast","50","Shrubland","8","State_gov","39","San Joaquin",65.3840842981234
"1","Central_Coast","50","Shrubland","8","State_gov","40","San Luis Obispo",14644.9229085569
"1","Central_Coast","50","Shrubland","8","State_gov","41","San Mateo",1882.34996428339
"1","Central_Coast","50","Shrubland","8","State_gov","42","Santa Barbara",4.00310720192592
"1","Central_Coast","50","Shrubland","8","State_gov","43","Santa Clara",8364.71489326876
"1","Central_Coast","50","Shrubland","8","State_gov","44","Santa Cruz",1225.39559347843
"1","Central_Coast","50","Shrubland","8","State_gov","48","Solano",179.027849863909
"1","Central_Coast","50","Shrubland","8","State_gov","50","Stanislaus",1369.95224243687
"1","Central_Coast","50","Shrubland","9","USFS_nonwild","27","Monterey",5192.69722543157
"1","Central_Coast","50","Shrubland","9","USFS_nonwild","40","San Luis Obispo",60804.7520539647
"1","Central_Coast","50","Shrubland","9","USFS_nonwild","42","Santa Barbara",33770.4347502916
"1","Central_Coast","50","Shrubland","9","USFS_nonwild","56","Ventura",4686.08176954339
"1","Central_Coast","60","Grassland","1","BLM","7","Contra Costa",0.22239484455144
"1","Central_Coast","60","Grassland","1","BLM","10","Fresno",44622.4135850237
"1","Central_Coast","60","Grassland","1","BLM","15","Kern",7787.60027165777
"1","Central_Coast","60","Grassland","1","BLM","16","Kings",3752.2458172719
"1","Central_Coast","60","Grassland","1","BLM","24","Merced",1460.0221544802
"1","Central_Coast","60","Grassland","1","BLM","27","Monterey",6107.18482622709
"1","Central_Coast","60","Grassland","1","BLM","35","San Benito",18119.8423546731
"1","Central_Coast","60","Grassland","1","BLM","40","San Luis Obispo",79500.1522663369
"1","Central_Coast","60","Grassland","1","BLM","42","Santa Barbara",993.660165455834
"1","Central_Coast","60","Grassland","1","BLM","43","Santa Clara",136.105644865481
"1","Central_Coast","60","Grassland","1","BLM","44","Santa Cruz",0.22239484455144
"1","Central_Coast","60","Grassland","1","BLM","50","Stanislaus",233.514586779012
"1","Central_Coast","60","Grassland","2","DoD","1","Alameda",1744.24276581694
"1","Central_Coast","60","Grassland","2","DoD","7","Contra Costa",2898.91679872802
"1","Central_Coast","60","Grassland","2","DoD","27","Monterey",70586.3445018706
"1","Central_Coast","60","Grassland","2","DoD","35","San Benito",159.457103543382
"1","Central_Coast","60","Grassland","2","DoD","39","San Joaquin",5004.10639725195
"1","Central_Coast","60","Grassland","2","DoD","40","San Luis Obispo",14484.5762256353
"1","Central_Coast","60","Grassland","2","DoD","44","Santa Cruz",0.88957937820576
"1","Central_Coast","60","Grassland","2","DoD","48","Solano",562.21416702604
"1","Central_Coast","60","Grassland","3","Easement","1","Alameda",1443.78733082795
"1","Central_Coast","60","Grassland","3","Easement","7","Contra Costa",3538.52437165796
"1","Central_Coast","60","Grassland","3","Easement","10","Fresno",716.333794300188
"1","Central_Coast","60","Grassland","3","Easement","24","Merced",17807.1552032338
"1","Central_Coast","60","Grassland","3","Easement","27","Monterey",22333.1126847002
"1","Central_Coast","60","Grassland","3","Easement","28","Napa",68.2752172772921
"1","Central_Coast","60","Grassland","3","Easement","35","San Benito",757.254445697653
"1","Central_Coast","60","Grassland","3","Easement","40","San Luis Obispo",21777.5703630107
"1","Central_Coast","60","Grassland","3","Easement","41","San Mateo",5311.23367757749
"1","Central_Coast","60","Grassland","3","Easement","42","Santa Barbara",36.6951493509876
"1","Central_Coast","60","Grassland","3","Easement","43","Santa Clara",12491.6960236098
"1","Central_Coast","60","Grassland","3","Easement","44","Santa Cruz",1890.13378384269
"1","Central_Coast","60","Grassland","3","Easement","48","Solano",841.986881471752
"1","Central_Coast","60","Grassland","3","Easement","50","Stanislaus",22688.9444359825
"1","Central_Coast","60","Grassland","4","Local_gov","1","Alameda",25300.7494903946
"1","Central_Coast","60","Grassland","4","Local_gov","7","Contra Costa",38921.5441397921
"1","Central_Coast","60","Grassland","4","Local_gov","10","Fresno",23.3514586779012
"1","Central_Coast","60","Grassland","4","Local_gov","27","Monterey",5836.08551071889
"1","Central_Coast","60","Grassland","4","Local_gov","28","Napa",30.0233040144444
"1","Central_Coast","60","Grassland","4","Local_gov","35","San Benito",2.66873813461728
"1","Central_Coast","60","Grassland","4","Local_gov","38","San Francisco",49.1492606458682
"1","Central_Coast","60","Grassland","4","Local_gov","40","San Luis Obispo",2468.80516936554
"1","Central_Coast","60","Grassland","4","Local_gov","41","San Mateo",5382.1776329894
"1","Central_Coast","60","Grassland","4","Local_gov","42","Santa Barbara",112.75418618758
"1","Central_Coast","60","Grassland","4","Local_gov","43","Santa Clara",16179.0025462727
"1","Central_Coast","60","Grassland","4","Local_gov","44","Santa Cruz",496.607687883365
"1","Central_Coast","60","Grassland","4","Local_gov","48","Solano",1168.24011842871
"1","Central_Coast","60","Grassland","4","Local_gov","50","Stanislaus",2067.82726463929
"1","Central_Coast","60","Grassland","5","NPS","7","Contra Costa",92.2938604888476
"1","Central_Coast","60","Grassland","5","NPS","27","Monterey",453.018298351283
"1","Central_Coast","60","Grassland","5","NPS","35","San Benito",2308.90327613305
"1","Central_Coast","60","Grassland","5","NPS","38","San Francisco",7.56142471474896
"1","Central_Coast","60","Grassland","5","NPS","41","San Mateo",411.430462420164
"1","Central_Coast","60","Grassland","6","Other_fed","1","Alameda",337.595374029086
"1","Central_Coast","60","Grassland","6","Other_fed","7","Contra Costa",170.132056081852
"1","Central_Coast","60","Grassland","6","Other_fed","10","Fresno",21.7946947660411
"1","Central_Coast","60","Grassland","6","Other_fed","15","Kern",2693.42396236249
"1","Central_Coast","60","Grassland","6","Other_fed","16","Kings",1.55676391186008
"1","Central_Coast","60","Grassland","6","Other_fed","24","Merced",6748.57155791345
"1","Central_Coast","60","Grassland","6","Other_fed","27","Monterey",120307.604687925
"1","Central_Coast","60","Grassland","6","Other_fed","35","San Benito",322.250129755037
"1","Central_Coast","60","Grassland","6","Other_fed","40","San Luis Obispo",2596.90459982716
"1","Central_Coast","60","Grassland","6","Other_fed","41","San Mateo",328.92197509158
"1","Central_Coast","60","Grassland","6","Other_fed","42","Santa Barbara",49065.1953946278
"1","Central_Coast","60","Grassland","6","Other_fed","43","Santa Clara",254.86449185595
"1","Central_Coast","60","Grassland","6","Other_fed","44","Santa Cruz",32.6920421490617
"1","Central_Coast","60","Grassland","6","Other_fed","48","Solano",1.77915875641152
