"reg_code","Region","lt_code","Land_Type","own_code","Ownership","cnty_code","County","area_ha"
"8","Sierra_Cascades","130","Cultivated","9","USFS_nonwild","15","Kern",39.96
"8","Sierra_Cascades","130","Cultivated","9","USFS_nonwild","18","Lassen",6.57
"8","Sierra_Cascades","130","Cultivated","9","USFS_nonwild","22","Mariposa",2.16
"8","Sierra_Cascades","130","Cultivated","9","USFS_nonwild","25","Modoc",44.01
"8","Sierra_Cascades","130","Cultivated","9","USFS_nonwild","26","Mono",1.71
"8","Sierra_Cascades","130","Cultivated","9","USFS_nonwild","29","Nevada",0.99
"8","Sierra_Cascades","130","Cultivated","9","USFS_nonwild","31","Placer",5.58
"8","Sierra_Cascades","130","Cultivated","9","USFS_nonwild","32","Plumas",135.18
"8","Sierra_Cascades","130","Cultivated","9","USFS_nonwild","45","Shasta",100.35
"8","Sierra_Cascades","130","Cultivated","9","USFS_nonwild","46","Sierra",5.13
"8","Sierra_Cascades","130","Cultivated","9","USFS_nonwild","47","Siskiyou",1602.81
"8","Sierra_Cascades","130","Cultivated","9","USFS_nonwild","52","Tehama",9.45
"8","Sierra_Cascades","130","Cultivated","9","USFS_nonwild","54","Tulare",3.69
"8","Sierra_Cascades","130","Cultivated","9","USFS_nonwild","55","Tuolumne",0.09
"8","Sierra_Cascades","160","Developed_all","1","BLM","2","Alpine",40.95
"8","Sierra_Cascades","160","Developed_all","1","BLM","3","Amador",43.2
"8","Sierra_Cascades","160","Developed_all","1","BLM","4","Butte",17.1
"8","Sierra_Cascades","160","Developed_all","1","BLM","5","Calaveras",81.09
"8","Sierra_Cascades","160","Developed_all","1","BLM","9","El Dorado",99.18
"8","Sierra_Cascades","160","Developed_all","1","BLM","10","Fresno",18.27
"8","Sierra_Cascades","160","Developed_all","1","BLM","14","Inyo",82.98
"8","Sierra_Cascades","160","Developed_all","1","BLM","15","Kern",287.73
"8","Sierra_Cascades","160","Developed_all","1","BLM","18","Lassen",32.94
"8","Sierra_Cascades","160","Developed_all","1","BLM","20","Madera",8.01
"8","Sierra_Cascades","160","Developed_all","1","BLM","22","Mariposa",217.98
"8","Sierra_Cascades","160","Developed_all","1","BLM","25","Modoc",0.45
"8","Sierra_Cascades","160","Developed_all","1","BLM","26","Mono",22.59
"8","Sierra_Cascades","160","Developed_all","1","BLM","29","Nevada",60.66
"8","Sierra_Cascades","160","Developed_all","1","BLM","31","Placer",71.01
"8","Sierra_Cascades","160","Developed_all","1","BLM","32","Plumas",9.99
"8","Sierra_Cascades","160","Developed_all","1","BLM","34","Sacramento",1.53
"8","Sierra_Cascades","160","Developed_all","1","BLM","45","Shasta",124.74
"8","Sierra_Cascades","160","Developed_all","1","BLM","46","Sierra",2.16
"8","Sierra_Cascades","160","Developed_all","1","BLM","47","Siskiyou",97.38
"8","Sierra_Cascades","160","Developed_all","1","BLM","52","Tehama",242.01
"8","Sierra_Cascades","160","Developed_all","1","BLM","54","Tulare",85.5
"8","Sierra_Cascades","160","Developed_all","1","BLM","55","Tuolumne",165.78
"8","Sierra_Cascades","160","Developed_all","1","BLM","58","Yuba",3.96
"8","Sierra_Cascades","160","Developed_all","2","DoD","10","Fresno",23.85
"8","Sierra_Cascades","160","Developed_all","2","DoD","15","Kern",8.46
"8","Sierra_Cascades","160","Developed_all","2","DoD","20","Madera",31.77
"8","Sierra_Cascades","160","Developed_all","2","DoD","31","Placer",10.26
"8","Sierra_Cascades","160","Developed_all","2","DoD","54","Tulare",39.33
"8","Sierra_Cascades","160","Developed_all","2","DoD","55","Tuolumne",0.72
"8","Sierra_Cascades","160","Developed_all","2","DoD","58","Yuba",244.17
"8","Sierra_Cascades","160","Developed_all","3","Easement","2","Alpine",0.81
"8","Sierra_Cascades","160","Developed_all","3","Easement","3","Amador",2.43
"8","Sierra_Cascades","160","Developed_all","3","Easement","4","Butte",1.44
"8","Sierra_Cascades","160","Developed_all","3","Easement","5","Calaveras",61.29
"8","Sierra_Cascades","160","Developed_all","3","Easement","9","El Dorado",34.56
"8","Sierra_Cascades","160","Developed_all","3","Easement","10","Fresno",12.06
"8","Sierra_Cascades","160","Developed_all","3","Easement","15","Kern",448.83
"8","Sierra_Cascades","160","Developed_all","3","Easement","18","Lassen",3.33
"8","Sierra_Cascades","160","Developed_all","3","Easement","20","Madera",7.2
"8","Sierra_Cascades","160","Developed_all","3","Easement","22","Mariposa",64.35
"8","Sierra_Cascades","160","Developed_all","3","Easement","29","Nevada",99.72
"8","Sierra_Cascades","160","Developed_all","3","Easement","31","Placer",43.2
"8","Sierra_Cascades","160","Developed_all","3","Easement","32","Plumas",483.12
"8","Sierra_Cascades","160","Developed_all","3","Easement","34","Sacramento",36.18
"8","Sierra_Cascades","160","Developed_all","3","Easement","45","Shasta",913.59
"8","Sierra_Cascades","160","Developed_all","3","Easement","46","Sierra",196.92
"8","Sierra_Cascades","160","Developed_all","3","Easement","47","Siskiyou",248.22
"8","Sierra_Cascades","160","Developed_all","3","Easement","52","Tehama",187.2
"8","Sierra_Cascades","160","Developed_all","3","Easement","54","Tulare",4.14
"8","Sierra_Cascades","160","Developed_all","3","Easement","58","Yuba",62.73
"8","Sierra_Cascades","160","Developed_all","4","Local_gov","2","Alpine",0.63
"8","Sierra_Cascades","160","Developed_all","4","Local_gov","3","Amador",15.84
"8","Sierra_Cascades","160","Developed_all","4","Local_gov","4","Butte",191.16
"8","Sierra_Cascades","160","Developed_all","4","Local_gov","5","Calaveras",39.78
"8","Sierra_Cascades","160","Developed_all","4","Local_gov","9","El Dorado",287.19
"8","Sierra_Cascades","160","Developed_all","4","Local_gov","10","Fresno",3.87
"8","Sierra_Cascades","160","Developed_all","4","Local_gov","14","Inyo",149.94
"8","Sierra_Cascades","160","Developed_all","4","Local_gov","15","Kern",42.3
"8","Sierra_Cascades","160","Developed_all","4","Local_gov","22","Mariposa",63.9
"8","Sierra_Cascades","160","Developed_all","4","Local_gov","26","Mono",36.45
"8","Sierra_Cascades","160","Developed_all","4","Local_gov","29","Nevada",23.67
"8","Sierra_Cascades","160","Developed_all","4","Local_gov","31","Placer",134.73
"8","Sierra_Cascades","160","Developed_all","4","Local_gov","32","Plumas",3.24
"8","Sierra_Cascades","160","Developed_all","4","Local_gov","34","Sacramento",75.96
"8","Sierra_Cascades","160","Developed_all","4","Local_gov","46","Sierra",1.26
"8","Sierra_Cascades","160","Developed_all","4","Local_gov","47","Siskiyou",133.65
"8","Sierra_Cascades","160","Developed_all","4","Local_gov","50","Stanislaus",5.49
"8","Sierra_Cascades","160","Developed_all","4","Local_gov","54","Tulare",0.54
"8","Sierra_Cascades","160","Developed_all","4","Local_gov","55","Tuolumne",76.32
"8","Sierra_Cascades","160","Developed_all","4","Local_gov","58","Yuba",53.55
"8","Sierra_Cascades","160","Developed_all","5","NPS","10","Fresno",133.47
"8","Sierra_Cascades","160","Developed_all","5","NPS","22","Mariposa",824.94
"8","Sierra_Cascades","160","Developed_all","5","NPS","25","Modoc",37.35
"8","Sierra_Cascades","160","Developed_all","5","NPS","45","Shasta",405
"8","Sierra_Cascades","160","Developed_all","5","NPS","47","Siskiyou",271.44
"8","Sierra_Cascades","160","Developed_all","5","NPS","52","Tehama",45.72
"8","Sierra_Cascades","160","Developed_all","5","NPS","54","Tulare",566.37
"8","Sierra_Cascades","160","Developed_all","5","NPS","55","Tuolumne",264.24
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","2","Alpine",6.66
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","3","Amador",17.01
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","4","Butte",10.8
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","5","Calaveras",38.16
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","9","El Dorado",103.95
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","10","Fresno",60.21
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","14","Inyo",3.15
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","15","Kern",14.85
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","18","Lassen",3.78
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","20","Madera",78.66
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","22","Mariposa",9.18
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","25","Modoc",4.77
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","26","Mono",24.93
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","29","Nevada",14.4
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","31","Placer",195.3
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","32","Plumas",8.46
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","34","Sacramento",66.69
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","45","Shasta",33.75
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","46","Sierra",2.43
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","47","Siskiyou",289.53
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","50","Stanislaus",0.45
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","52","Tehama",2.97
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","54","Tulare",42.39
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","55","Tuolumne",40.14
"8","Sierra_Cascades","160","Developed_all","6","Other_fed","58","Yuba",1.71
"8","Sierra_Cascades","160","Developed_all","7","Private","2","Alpine",200.7
"8","Sierra_Cascades","160","Developed_all","7","Private","3","Amador",3272.31
"8","Sierra_Cascades","160","Developed_all","7","Private","4","Butte",6599.16
"8","Sierra_Cascades","160","Developed_all","7","Private","5","Calaveras",5288.67
"8","Sierra_Cascades","160","Developed_all","7","Private","9","El Dorado",13929.03
"8","Sierra_Cascades","160","Developed_all","7","Private","10","Fresno",1602.81
"8","Sierra_Cascades","160","Developed_all","7","Private","14","Inyo",62.73
"8","Sierra_Cascades","160","Developed_all","7","Private","15","Kern",9139.05
"8","Sierra_Cascades","160","Developed_all","7","Private","18","Lassen",1710.63
"8","Sierra_Cascades","160","Developed_all","7","Private","19","Los Angeles",58.41
"8","Sierra_Cascades","160","Developed_all","7","Private","20","Madera",3348.09
"8","Sierra_Cascades","160","Developed_all","7","Private","22","Mariposa",3288.24
"8","Sierra_Cascades","160","Developed_all","7","Private","24","Merced",22.86
"8","Sierra_Cascades","160","Developed_all","7","Private","25","Modoc",503.64
"8","Sierra_Cascades","160","Developed_all","7","Private","26","Mono",691.47
"8","Sierra_Cascades","160","Developed_all","7","Private","29","Nevada",8765.28
"8","Sierra_Cascades","160","Developed_all","7","Private","31","Placer",13197.24
"8","Sierra_Cascades","160","Developed_all","7","Private","32","Plumas",7993.08
"8","Sierra_Cascades","160","Developed_all","7","Private","34","Sacramento",2376.99
"8","Sierra_Cascades","160","Developed_all","7","Private","45","Shasta",11171.43
"8","Sierra_Cascades","160","Developed_all","7","Private","46","Sierra",1603.89
"8","Sierra_Cascades","160","Developed_all","7","Private","47","Siskiyou",15568.74
"8","Sierra_Cascades","160","Developed_all","7","Private","50","Stanislaus",137.43
"8","Sierra_Cascades","160","Developed_all","7","Private","52","Tehama",1833.93
"8","Sierra_Cascades","160","Developed_all","7","Private","54","Tulare",2195.91
"8","Sierra_Cascades","160","Developed_all","7","Private","55","Tuolumne",5396.94
"8","Sierra_Cascades","160","Developed_all","7","Private","58","Yuba",1696.05
"8","Sierra_Cascades","160","Developed_all","8","State_gov","2","Alpine",71.55
"8","Sierra_Cascades","160","Developed_all","8","State_gov","3","Amador",9.36
"8","Sierra_Cascades","160","Developed_all","8","State_gov","4","Butte",169.29
"8","Sierra_Cascades","160","Developed_all","8","State_gov","5","Calaveras",32.58
"8","Sierra_Cascades","160","Developed_all","8","State_gov","9","El Dorado",153.54
"8","Sierra_Cascades","160","Developed_all","8","State_gov","10","Fresno",0.81
"8","Sierra_Cascades","160","Developed_all","8","State_gov","15","Kern",43.56
"8","Sierra_Cascades","160","Developed_all","8","State_gov","18","Lassen",0.45
"8","Sierra_Cascades","160","Developed_all","8","State_gov","20","Madera",1.26
"8","Sierra_Cascades","160","Developed_all","8","State_gov","22","Mariposa",0.09
"8","Sierra_Cascades","160","Developed_all","8","State_gov","25","Modoc",0.81
"8","Sierra_Cascades","160","Developed_all","8","State_gov","26","Mono",21.87
"8","Sierra_Cascades","160","Developed_all","8","State_gov","29","Nevada",293.76
"8","Sierra_Cascades","160","Developed_all","8","State_gov","31","Placer",37.89
"8","Sierra_Cascades","160","Developed_all","8","State_gov","32","Plumas",13.68
"8","Sierra_Cascades","160","Developed_all","8","State_gov","34","Sacramento",18.09
"8","Sierra_Cascades","160","Developed_all","8","State_gov","45","Shasta",136.8
"8","Sierra_Cascades","160","Developed_all","8","State_gov","46","Sierra",29.7
"8","Sierra_Cascades","160","Developed_all","8","State_gov","47","Siskiyou",2057.58
"8","Sierra_Cascades","160","Developed_all","8","State_gov","52","Tehama",123.03
"8","Sierra_Cascades","160","Developed_all","8","State_gov","55","Tuolumne",26.55
"8","Sierra_Cascades","160","Developed_all","8","State_gov","58","Yuba",145.8
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","2","Alpine",813.15
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","3","Amador",276.66
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","4","Butte",370.44
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","5","Calaveras",319.59
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","9","El Dorado",1817.91
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","10","Fresno",740.88
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","14","Inyo",409.86
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","15","Kern",785.07
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","18","Lassen",839.79
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","20","Madera",344.43
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","22","Mariposa",267.57
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","25","Modoc",152.55
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","26","Mono",665.1
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","29","Nevada",431.46
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","31","Placer",441.99
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","32","Plumas",1929.24
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","45","Shasta",747.18
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","46","Sierra",1452.42
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","47","Siskiyou",2291.22
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","52","Tehama",656.73
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","54","Tulare",299.16
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","55","Tuolumne",845.19
"8","Sierra_Cascades","160","Developed_all","9","USFS_nonwild","58","Yuba",181.17
"9","South_Coast","0","Water","1","BLM","13","Imperial",1.53
"9","South_Coast","0","Water","1","BLM","19","Los Angeles",9.09
"9","South_Coast","0","Water","1","BLM","33","Riverside",24.3
"9","South_Coast","0","Water","1","BLM","36","San Bernardino",3.42
"9","South_Coast","0","Water","1","BLM","37","San Diego",2.7
"9","South_Coast","0","Water","1","BLM","42","Santa Barbara",0.18
"9","South_Coast","0","Water","2","DoD","19","Los Angeles",104.58
"9","South_Coast","0","Water","2","DoD","30","Orange",3.06
"9","South_Coast","0","Water","2","DoD","33","Riverside",40.68
"9","South_Coast","0","Water","2","DoD","36","San Bernardino",15.93
"9","South_Coast","0","Water","2","DoD","37","San Diego",105.48
"9","South_Coast","0","Water","2","DoD","42","Santa Barbara",86.22
"9","South_Coast","0","Water","2","DoD","56","Ventura",222.84
"9","South_Coast","0","Water","3","Easement","19","Los Angeles",27.09
"9","South_Coast","0","Water","3","Easement","30","Orange",54.09
"9","South_Coast","0","Water","3","Easement","33","Riverside",4.77
"9","South_Coast","0","Water","3","Easement","36","San Bernardino",0.09
"9","South_Coast","0","Water","3","Easement","37","San Diego",7.56
"9","South_Coast","0","Water","3","Easement","42","Santa Barbara",42.12
"9","South_Coast","0","Water","3","Easement","56","Ventura",6.12
"9","South_Coast","0","Water","4","Local_gov","19","Los Angeles",454.23
"9","South_Coast","0","Water","4","Local_gov","30","Orange",303.39
"9","South_Coast","0","Water","4","Local_gov","33","Riverside",1514.52
"9","South_Coast","0","Water","4","Local_gov","36","San Bernardino",44.37
"9","South_Coast","0","Water","4","Local_gov","37","San Diego",2684.16
"9","South_Coast","0","Water","4","Local_gov","42","Santa Barbara",130.41
"9","South_Coast","0","Water","4","Local_gov","56","Ventura",367.47
"9","South_Coast","0","Water","5","NPS","19","Los Angeles",1.17
"9","South_Coast","0","Water","5","NPS","33","Riverside",0.18
"9","South_Coast","0","Water","5","NPS","42","Santa Barbara",62.1
"9","South_Coast","0","Water","5","NPS","56","Ventura",13.77
"9","South_Coast","0","Water","6","Other_fed","19","Los Angeles",16.38
"9","South_Coast","0","Water","6","Other_fed","30","Orange",98.82
"9","South_Coast","0","Water","6","Other_fed","33","Riverside",3.33
"9","South_Coast","0","Water","6","Other_fed","36","San Bernardino",1.17
"9","South_Coast","0","Water","6","Other_fed","37","San Diego",130.5
"9","South_Coast","0","Water","6","Other_fed","42","Santa Barbara",1123.83
"9","South_Coast","0","Water","6","Other_fed","56","Ventura",946.08
"9","South_Coast","0","Water","7","Private","13","Imperial",0.09
"9","South_Coast","0","Water","7","Private","15","Kern",1.35
"9","South_Coast","0","Water","7","Private","19","Los Angeles",1607.67
"9","South_Coast","0","Water","7","Private","30","Orange",1010.7
"9","South_Coast","0","Water","7","Private","33","Riverside",3718.26
"9","South_Coast","0","Water","7","Private","36","San Bernardino",1277.64
"9","South_Coast","0","Water","7","Private","37","San Diego",2017.26
"9","South_Coast","0","Water","7","Private","42","Santa Barbara",188.82
"9","South_Coast","0","Water","7","Private","56","Ventura",573.21
"9","South_Coast","0","Water","8","State_gov","19","Los Angeles",907.11
"9","South_Coast","0","Water","8","State_gov","30","Orange",101.43
"9","South_Coast","0","Water","8","State_gov","33","Riverside",1010.25
"9","South_Coast","0","Water","8","State_gov","36","San Bernardino",375.39
"9","South_Coast","0","Water","8","State_gov","37","San Diego",535.05
"9","South_Coast","0","Water","8","State_gov","42","Santa Barbara",19.35
"9","South_Coast","0","Water","8","State_gov","56","Ventura",5.22
"9","South_Coast","0","Water","9","USFS_nonwild","15","Kern",0.72
"9","South_Coast","0","Water","9","USFS_nonwild","19","Los Angeles",681.84
"9","South_Coast","0","Water","9","USFS_nonwild","33","Riverside",38.79
"9","South_Coast","0","Water","9","USFS_nonwild","36","San Bernardino",82.08
"9","South_Coast","0","Water","9","USFS_nonwild","37","San Diego",10.71
"9","South_Coast","0","Water","9","USFS_nonwild","42","Santa Barbara",13.77
"9","South_Coast","0","Water","9","USFS_nonwild","56","Ventura",28.44
"9","South_Coast","20","Barren","1","BLM","13","Imperial",11820.33
"9","South_Coast","20","Barren","1","BLM","15","Kern",7.02
"9","South_Coast","20","Barren","1","BLM","19","Los Angeles",5.49
"9","South_Coast","20","Barren","1","BLM","33","Riverside",2758.95
"9","South_Coast","20","Barren","1","BLM","36","San Bernardino",1097.64
"9","South_Coast","20","Barren","1","BLM","37","San Diego",5434.29
"9","South_Coast","20","Barren","1","BLM","42","Santa Barbara",8.55
"9","South_Coast","20","Barren","1","BLM","56","Ventura",29.97
"9","South_Coast","20","Barren","2","DoD","19","Los Angeles",183.42
"9","South_Coast","20","Barren","2","DoD","30","Orange",9.99
"9","South_Coast","20","Barren","2","DoD","33","Riverside",8.55
"9","South_Coast","20","Barren","2","DoD","36","San Bernardino",1.17
"9","South_Coast","20","Barren","2","DoD","37","San Diego",184.41
"9","South_Coast","20","Barren","2","DoD","42","Santa Barbara",735.39
"9","South_Coast","20","Barren","2","DoD","56","Ventura",1298.07
"9","South_Coast","20","Barren","3","Easement","13","Imperial",258.66
"9","South_Coast","20","Barren","3","Easement","19","Los Angeles",352.17
"9","South_Coast","20","Barren","3","Easement","30","Orange",8.91
"9","South_Coast","20","Barren","3","Easement","33","Riverside",143.91
"9","South_Coast","20","Barren","3","Easement","36","San Bernardino",157.95
"9","South_Coast","20","Barren","3","Easement","37","San Diego",520.74
"9","South_Coast","20","Barren","3","Easement","42","Santa Barbara",119.34
"9","South_Coast","20","Barren","3","Easement","56","Ventura",190.71
"9","South_Coast","20","Barren","4","Local_gov","19","Los Angeles",168.93
"9","South_Coast","20","Barren","4","Local_gov","30","Orange",157.5
"9","South_Coast","20","Barren","4","Local_gov","33","Riverside",229.41
"9","South_Coast","20","Barren","4","Local_gov","36","San Bernardino",67.5
"9","South_Coast","20","Barren","4","Local_gov","37","San Diego",230.13
"9","South_Coast","20","Barren","4","Local_gov","42","Santa Barbara",21.24
"9","South_Coast","20","Barren","4","Local_gov","56","Ventura",5.94
"9","South_Coast","20","Barren","5","NPS","19","Los Angeles",0.18
"9","South_Coast","20","Barren","5","NPS","33","Riverside",125.82
"9","South_Coast","20","Barren","5","NPS","42","Santa Barbara",530.01
"9","South_Coast","20","Barren","5","NPS","56","Ventura",7.56
"9","South_Coast","20","Barren","6","Other_fed","15","Kern",34.38
"9","South_Coast","20","Barren","6","Other_fed","19","Los Angeles",611.64
"9","South_Coast","20","Barren","6","Other_fed","33","Riverside",935.73
"9","South_Coast","20","Barren","6","Other_fed","36","San Bernardino",1447.65
"9","South_Coast","20","Barren","6","Other_fed","37","San Diego",152.19
"9","South_Coast","20","Barren","6","Other_fed","42","Santa Barbara",183.69
"9","South_Coast","20","Barren","6","Other_fed","56","Ventura",1337.85
"9","South_Coast","20","Barren","7","Private","13","Imperial",2205.09
"9","South_Coast","20","Barren","7","Private","15","Kern",57.51
"9","South_Coast","20","Barren","7","Private","19","Los Angeles",1955.16
"9","South_Coast","20","Barren","7","Private","30","Orange",718.56
"9","South_Coast","20","Barren","7","Private","33","Riverside",2200.95
"9","South_Coast","20","Barren","7","Private","36","San Bernardino",2055.69
"9","South_Coast","20","Barren","7","Private","37","San Diego",2294.64
"9","South_Coast","20","Barren","7","Private","42","Santa Barbara",1253.07
"9","South_Coast","20","Barren","7","Private","56","Ventura",1574.46
"9","South_Coast","20","Barren","8","State_gov","13","Imperial",2237.49
"9","South_Coast","20","Barren","8","State_gov","15","Kern",8.64
"9","South_Coast","20","Barren","8","State_gov","19","Los Angeles",359.1
"9","South_Coast","20","Barren","8","State_gov","30","Orange",14.04
"9","South_Coast","20","Barren","8","State_gov","33","Riverside",1268.28
"9","South_Coast","20","Barren","8","State_gov","36","San Bernardino",38.88
"9","South_Coast","20","Barren","8","State_gov","37","San Diego",36638.64
"9","South_Coast","20","Barren","8","State_gov","42","Santa Barbara",13.5
"9","South_Coast","20","Barren","8","State_gov","56","Ventura",84.42
"9","South_Coast","20","Barren","9","USFS_nonwild","15","Kern",50.13
"9","South_Coast","20","Barren","9","USFS_nonwild","19","Los Angeles",962.82
"9","South_Coast","20","Barren","9","USFS_nonwild","30","Orange",0.63
"9","South_Coast","20","Barren","9","USFS_nonwild","33","Riverside",236.52
"9","South_Coast","20","Barren","9","USFS_nonwild","36","San Bernardino",2153.88
"9","South_Coast","20","Barren","9","USFS_nonwild","37","San Diego",40.5
"9","South_Coast","20","Barren","9","USFS_nonwild","42","Santa Barbara",145.89
"9","South_Coast","20","Barren","9","USFS_nonwild","56","Ventura",1699.29
"9","South_Coast","30","Sparse","1","BLM","13","Imperial",2140.29
"9","South_Coast","30","Sparse","1","BLM","15","Kern",0.54
"9","South_Coast","30","Sparse","1","BLM","19","Los Angeles",17.73
"9","South_Coast","30","Sparse","1","BLM","33","Riverside",5660.73
"9","South_Coast","30","Sparse","1","BLM","36","San Bernardino",3096.18
"9","South_Coast","30","Sparse","1","BLM","37","San Diego",509.85
"9","South_Coast","30","Sparse","1","BLM","42","Santa Barbara",1.53
"9","South_Coast","30","Sparse","1","BLM","56","Ventura",40.77
"9","South_Coast","30","Sparse","2","DoD","19","Los Angeles",161.55
"9","South_Coast","30","Sparse","2","DoD","30","Orange",1.08
"9","South_Coast","30","Sparse","2","DoD","33","Riverside",2.97
"9","South_Coast","30","Sparse","2","DoD","36","San Bernardino",2.52
"9","South_Coast","30","Sparse","2","DoD","37","San Diego",44.19
"9","South_Coast","30","Sparse","2","DoD","42","Santa Barbara",268.29
"9","South_Coast","30","Sparse","2","DoD","56","Ventura",86.58
"9","South_Coast","30","Sparse","3","Easement","13","Imperial",9.81
"9","South_Coast","30","Sparse","3","Easement","19","Los Angeles",158.94
"9","South_Coast","30","Sparse","3","Easement","30","Orange",4.32
"9","South_Coast","30","Sparse","3","Easement","33","Riverside",113.04
"9","South_Coast","30","Sparse","3","Easement","36","San Bernardino",246.33
"9","South_Coast","30","Sparse","3","Easement","37","San Diego",113.13
"9","South_Coast","30","Sparse","3","Easement","42","Santa Barbara",289.89
"9","South_Coast","30","Sparse","3","Easement","56","Ventura",9
"9","South_Coast","30","Sparse","4","Local_gov","19","Los Angeles",101.34
"9","South_Coast","30","Sparse","4","Local_gov","30","Orange",11.43
"9","South_Coast","30","Sparse","4","Local_gov","33","Riverside",181.98
"9","South_Coast","30","Sparse","4","Local_gov","36","San Bernardino",14.49
"9","South_Coast","30","Sparse","4","Local_gov","37","San Diego",99.09
"9","South_Coast","30","Sparse","4","Local_gov","42","Santa Barbara",9.36
"9","South_Coast","30","Sparse","4","Local_gov","56","Ventura",15.48
"9","South_Coast","30","Sparse","5","NPS","19","Los Angeles",7.2
"9","South_Coast","30","Sparse","5","NPS","33","Riverside",8085.42
"9","South_Coast","30","Sparse","5","NPS","36","San Bernardino",487.44
"9","South_Coast","30","Sparse","5","NPS","37","San Diego",0.72
"9","South_Coast","30","Sparse","5","NPS","42","Santa Barbara",303.12
"9","South_Coast","30","Sparse","5","NPS","56","Ventura",33.12
"9","South_Coast","30","Sparse","6","Other_fed","15","Kern",12.42
"9","South_Coast","30","Sparse","6","Other_fed","19","Los Angeles",1144.62
"9","South_Coast","30","Sparse","6","Other_fed","30","Orange",0.99
"9","South_Coast","30","Sparse","6","Other_fed","33","Riverside",1457.46
"9","South_Coast","30","Sparse","6","Other_fed","36","San Bernardino",1583.01
"9","South_Coast","30","Sparse","6","Other_fed","37","San Diego",132.03
"9","South_Coast","30","Sparse","6","Other_fed","42","Santa Barbara",341.28
"9","South_Coast","30","Sparse","6","Other_fed","56","Ventura",1172.43
"9","South_Coast","30","Sparse","7","Private","13","Imperial",476.1
"9","South_Coast","30","Sparse","7","Private","15","Kern",11.97
"9","South_Coast","30","Sparse","7","Private","19","Los Angeles",738.18
"9","South_Coast","30","Sparse","7","Private","30","Orange",42.57
"9","South_Coast","30","Sparse","7","Private","33","Riverside",4539.78
"9","South_Coast","30","Sparse","7","Private","36","San Bernardino",1129.14
"9","South_Coast","30","Sparse","7","Private","37","San Diego",471.78
"9","South_Coast","30","Sparse","7","Private","42","Santa Barbara",452.61
"9","South_Coast","30","Sparse","7","Private","56","Ventura",778.59
"9","South_Coast","30","Sparse","8","State_gov","13","Imperial",339.03
"9","South_Coast","30","Sparse","8","State_gov","15","Kern",1.44
"9","South_Coast","30","Sparse","8","State_gov","19","Los Angeles",150.12
"9","South_Coast","30","Sparse","8","State_gov","30","Orange",4.05
"9","South_Coast","30","Sparse","8","State_gov","33","Riverside",2418.48
"9","South_Coast","30","Sparse","8","State_gov","36","San Bernardino",78.75
"9","South_Coast","30","Sparse","8","State_gov","37","San Diego",5734.71
"9","South_Coast","30","Sparse","8","State_gov","42","Santa Barbara",5.76
